course_id,course_name,teacher,credits,course_type,course_category,domain,campus,time_slot,location,capacity,current_enrolled,current_enrollment_ratio,popularity_level,rush_advice,description,assessment,difficulty,workload,grade_friendly,has_exam,group_work_required,suitable_for,tags,screenshot_note,avg_history_enrollment_ratio
GXK2026139,公共政策入门,郑楠源,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,东校区,周二第5-6节,教学楼B305,30,23,0.7667,1,选上概率相对稳定,公共政策入门是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,0.7611
GXK2026140,基因技术与伦理,周琪佳,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,南校区,周三第9-10节,综合楼C101,100,86,0.86,2,有一定竞争，建议提前加入备选,基因技术与伦理是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,0.8521
GXK2026141,民法典与日常生活,吴敏雪,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,主校区,周四第7-8节,人文楼204,40,15,0.375,0,选上概率较高，可作为保底课程,民法典与日常生活是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,0.3639
GXK2026142,生物多样性保护,周涵芳,1.5,公共选修课,自然科学与工程技术类,自然环境,主校区,周五第3-4节,理科楼308,30,26,0.8667,2,有一定竞争，建议提前加入备选,生物多样性保护关注自然科学、生态环境与现实生活之间的联系，适合希望拓展科学素养的学生。,平时作业30%;案例分析40%;期末报告30%,中,中,中,0,0,适合对自然环境感兴趣、希望通过公共选修课拓展知识面的学生。,自然科学;环境;案例分析;报告;自然科学与工程技术类;公共选修课,,0.8524
GXK2026143,知识产权与创新保护,韩强博,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,主校区,周六第1-2节,艺术楼102,160,160,1.0,4,非常热门，选课阶段需要优先抢课,知识产权与创新保护是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,0.988
GXK2026144,生态文明与绿色发展,董磊涵,1.5,公共选修课,人文与社会科学类,人文与社会科学类,南校区,周一第9-10节,教学楼A203,50,42,0.84,2,有一定竞争，建议提前加入备选,生态文明与绿色发展是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.8288
GXK2026145,劳动权益与职场法律,徐越芳,1.5,公共选修课,人文与社会科学类,人文与社会科学类,主校区,周二第5-6节,教学楼B305,150,147,0.98,3,建议第一轮优先选择,劳动权益与职场法律是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.9718
GXK2026146,水资源保护与利用,胡怡宇,1.5,公共选修课,自然科学与工程技术类,自然环境,东校区,周三第9-10节,综合楼C101,50,29,0.58,1,选上概率相对稳定,水资源保护与利用关注自然科学、生态环境与现实生活之间的联系，适合希望拓展科学素养的学生。,平时作业30%;案例分析40%;期末报告30%,中,中,中,0,0,适合对自然环境感兴趣、希望通过公共选修课拓展知识面的学生。,自然科学;环境;案例分析;报告;自然科学与工程技术类;公共选修课,,0.5722
GXK2026147,中国音乐文化,高源欣,1.5,公共选修课,人文与社会科学类,人文艺术,主校区,周四第7-8节,人文楼204,155,139,0.8968,2,有一定竞争，建议提前加入备选,中国音乐文化以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,0,0,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,,0.8863
GXK2026148,气候变化与人类未来,黄涵青,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,主校区,周五第3-4节,理科楼308,155,90,0.5806,1,选上概率相对稳定,气候变化与人类未来是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,0.5708
GXK2026149,世界电影赏析,张强楠,1.5,公共选修课,人文与社会科学类,人文与社会科学类,主校区,周六第1-2节,艺术楼102,100,70,0.7,1,选上概率相对稳定,世界电影赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.6894
GXK2026150,地球科学导论,韩博泽,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,东校区,周一第9-10节,教学楼A203,120,117,0.975,3,建议第一轮优先选择,地球科学导论是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,0.9619
GXK2026151,动画艺术与叙事,谢宇娜,1.5,公共选修课,人文与社会科学类,人文与社会科学类,西校区,周二第5-6节,教学楼B305,80,68,0.85,2,有一定竞争，建议提前加入备选,动画艺术与叙事是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.842
GXK2026152,灾害风险与应急管理,林青博,1.5,公共选修课,人文与社会科学类,人文与社会科学类,西校区,周三第9-10节,综合楼C101,155,98,0.6323,1,选上概率相对稳定,灾害风险与应急管理是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.6239
GXK2026153,现代设计美学,谢泽卓,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,南校区,周四第7-8节,人文楼204,150,129,0.86,2,有一定竞争，建议提前加入备选,现代设计美学是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,1,1,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,0.8499
GXK2026154,地图阅读与空间思维,王洋磊,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,东校区,周五第3-4节,理科楼308,40,41,1.025,4,非常热门，选课阶段需要优先抢课,地图阅读与空间思维是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,1.0143
GXK2026155,博物馆与文化遗产,黄芳源,1.5,公共选修课,人文与社会科学类,人文艺术,南校区,周六第1-2节,艺术楼102,30,26,0.8667,2,有一定竞争，建议提前加入备选,博物馆与文化遗产以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,0,0,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,,0.8583
GXK2026156,旅游地理与区域文化,张雅泽,1.5,公共选修课,人文与社会科学类,人文艺术,东校区,周一第9-10节,教学楼A203,200,132,0.66,1,选上概率相对稳定,旅游地理与区域文化以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,0,1,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,,0.6491
GXK2026157,书法基础与审美,王佳华,1.5,公共选修课,人文与社会科学类,人文艺术,南校区,周二第5-6节,教学楼B305,60,41,0.6833,1,选上概率相对稳定,书法基础与审美以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,0,0,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,,0.6727
GXK2026158,建筑结构与城市安全,董楠,1.5,公共选修课,自然科学与工程技术类,人文艺术,西校区,周三第9-10节,综合楼C101,30,23,0.7667,1,选上概率相对稳定,建筑结构与城市安全以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,0,0,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;自然科学与工程技术类;公共选修课,,0.7548
GXK2026159,合唱艺术实践,刘青洋,1.5,公共选修课,人文与社会科学类,人文与社会科学类,东校区,周四第7-8节,人文楼204,120,77,0.6417,1,选上概率相对稳定,合唱艺术实践是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.631
GXK2026160,园林植物与景观设计,韩洋航,1.5,公共选修课,自然科学与工程技术类,人文艺术,东校区,周五第3-4节,理科楼308,80,82,1.025,4,非常热门，选课阶段需要优先抢课,园林植物与景观设计以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,0,0,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;自然科学与工程技术类;公共选修课,,1.0159
GXK2026161,普通话表达训练,郑琪青,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,主校区,周六第1-2节,艺术楼102,200,207,1.035,4,非常热门，选课阶段需要优先抢课,普通话表达训练是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,1.0227
GXK2026162,供应链管理模拟,黄博青,1.5,公共选修课,人文与社会科学类,工程技术,西校区,周一第9-10节,教学楼A203,100,101,1.01,4,非常热门，选课阶段需要优先抢课,供应链管理模拟介绍工程技术、产业发展或管理决策中的基础概念，适合对科技应用和产业趋势感兴趣的学生。,平时作业30%;案例作业30%;期末报告40%,中,中,中,0,0,适合对工程技术感兴趣、希望通过公共选修课拓展知识面的学生。,工程技术;产业;案例;报告;人文与社会科学类;公共选修课,,0.9994
GXK2026163,大学生压力管理,胡华航,1.5,公共选修课,人文与社会科学类,人文与社会科学类,主校区,周二第5-6节,教学楼B305,155,132,0.8516,2,有一定竞争，建议提前加入备选,大学生压力管理是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.8426
GXK2026164,项目管理基础,赵琪然,1.5,公共选修课,人文与社会科学类,人文与社会科学类,南校区,周三第9-10节,综合楼C101,80,82,1.025,4,非常热门，选课阶段需要优先抢课,项目管理基础是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,1.0157
GXK2026165,亲密关系与沟通,罗琪源,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,主校区,周四第7-8节,人文楼204,100,91,0.91,2,有一定竞争，建议提前加入备选,亲密关系与沟通是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,0.8998
GXK2026166,质量管理与生活实践,赵琪明,1.5,公共选修课,人文与社会科学类,人文与社会科学类,西校区,周五第3-4节,理科楼308,60,15,0.25,0,选上概率较高，可作为保底课程,质量管理与生活实践是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.2639
GXK2026167,积极情绪训练,林雅泽,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,南校区,周六第1-2节,艺术楼102,170,148,0.8706,2,有一定竞争，建议提前加入备选,积极情绪训练是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,0.8624
GXK2026168,证券投资基础,朱欣佳,1.5,公共选修课,人文与社会科学类,社会实务,南校区,周一第9-10节,教学楼A203,120,66,0.55,1,选上概率相对稳定,证券投资基础面向社会生活、法律金融或表达沟通场景，强调知识理解与实际案例分析。,课堂参与30%;案例分析30%;期末论文或展示40%,中,中,中,0,0,适合对社会实务感兴趣、希望通过公共选修课拓展知识面的学生。,社会科学;案例分析;展示;实用;人文与社会科学类;公共选修课,,0.5405
GXK2026169,生涯规划与自我探索,梁静博,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,南校区,周二第5-6节,教学楼B305,160,160,1.0,4,非常热门，选课阶段需要优先抢课,生涯规划与自我探索是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,0.9898
GXK2026170,金融科技导论,周洋欣,1.5,公共选修课,人文与社会科学类,人文与社会科学类,南校区,周三第9-10节,综合楼C101,60,39,0.65,1,选上概率相对稳定,金融科技导论是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.6419
GXK2026171,职业形象与商务礼仪,萧伟雅,1.5,公共选修课,人文与社会科学类,人文与社会科学类,西校区,周四第7-8节,人文楼204,170,106,0.6235,1,选上概率相对稳定,职业形象与商务礼仪是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.6117
GXK2026172,数据可视化入门,高欣娜,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,主校区,周五第3-4节,理科楼308,155,118,0.7613,1,选上概率相对稳定,数据可视化入门是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,0.7506
GXK2026173,创新创业案例分析,陈卓博,1.5,公共选修课,人文与社会科学类,人文与社会科学类,主校区,周六第1-2节,艺术楼102,150,63,0.42,0,选上概率较高，可作为保底课程,创新创业案例分析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.4099
GXK2026174,统计思维与社会调查,冯源华,1.5,公共选修课,人文与社会科学类,人文与社会科学类,主校区,周一第9-10节,教学楼A203,30,30,1.0,4,非常热门，选课阶段需要优先抢课,统计思维与社会调查是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,1.0022
GXK2026175,公益创业与社会创新,梁伟雅,1.5,公共选修课,人文与社会科学类,人文与社会科学类,主校区,周二第5-6节,教学楼B305,160,158,0.9875,3,建议第一轮优先选择,公益创业与社会创新是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.9773
GXK2026176,科学实验设计,韩宁泽,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,南校区,周三第9-10节,综合楼C101,30,14,0.4667,0,选上概率较高，可作为保底课程,科学实验设计是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,0.4611
GXK2026177,消费者行为心理学,宋雪楠,1.5,公共选修课,人文与社会科学类,心理成长,西校区,周四第7-8节,人文楼204,155,143,0.9226,2,有一定竞争，建议提前加入备选,消费者行为心理学围绕大学生心理、亲密关系和自我成长展开，适合关注情绪管理、人际关系与个人发展的学生。,平时参与40%;课程小论文40%;课堂互动20%;无闭卷考试,低,低,高,1,0,适合对心理成长感兴趣、希望通过公共选修课拓展知识面的学生。,心理;成长;无闭卷考试;给分友好;讨论;人文与社会科学类;公共选修课,,0.9115
GXK2026178,科学传播与公众理解,冯泽雅,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,西校区,周五第3-4节,理科楼308,170,108,0.6353,1,选上概率相对稳定,科学传播与公众理解是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,0.6249
GXK2026179,互联网商业模式赏析,赵雪娜,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,主校区,周六第1-2节,艺术楼102,100,43,0.43,0,选上概率较高，可作为保底课程,互联网商业模式赏析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,0.4193
GXK2026180,天文学与宇宙探索,朱晨欣,1.5,公共选修课,人文与社会科学类,人文与社会科学类,东校区,周一第9-10节,教学楼A203,160,163,1.0188,4,非常热门，选课阶段需要优先抢课,天文学与宇宙探索是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,1.0085
GXK2026181,个人理财基础,赵航涵,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,主校区,周二第5-6节,教学楼B305,50,44,0.88,2,有一定竞争，建议提前加入备选,个人理财基础是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,0.8697
GXK2026182,海洋科学导论,于娜宇,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,主校区,周三第9-10节,综合楼C101,40,26,0.65,1,选上概率相对稳定,海洋科学导论是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,0.6356
GXK2026183,宏观经济与日常决策,梁强雅,1.5,公共选修课,人文与社会科学类,人文与社会科学类,西校区,周四第7-8节,人文楼204,50,28,0.56,1,选上概率相对稳定,宏观经济与日常决策是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.5513
GXK2026184,环境监测技术,于晨雅,1.5,公共选修课,自然科学与工程技术类,自然环境,东校区,周五第3-4节,理科楼308,150,78,0.52,1,选上概率相对稳定,环境监测技术关注自然科学、生态环境与现实生活之间的联系，适合希望拓展科学素养的学生。,平时作业30%;案例分析40%;期末报告30%,中,中,中,0,0,适合对自然环境感兴趣、希望通过公共选修课拓展知识面的学生。,自然科学;环境;案例分析;报告;自然科学与工程技术类;公共选修课,,0.5091
GXK2026185,演讲表达与舞台呈现,萧琪怡,1.5,公共选修课,人文与社会科学类,社会实务,东校区,周六第1-2节,艺术楼102,60,61,1.0167,4,非常热门，选课阶段需要优先抢课,演讲表达与舞台呈现面向社会生活、法律金融或表达沟通场景，强调知识理解与实际案例分析。,课堂参与30%;案例分析30%;期末论文或展示40%,中,中,中,0,0,适合对社会实务感兴趣、希望通过公共选修课拓展知识面的学生。,社会科学;案例分析;展示;实用;人文与社会科学类;公共选修课,,1.0036
GXK2026186,健康大数据与公共卫生,谢娜洋,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,西校区,周一第9-10节,教学楼A203,155,160,1.0323,4,非常热门，选课阶段需要优先抢课,健康大数据与公共卫生是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,1.0224
GXK2026187,中国传统节日文化导论,陈娜怡,1.5,公共选修课,人文与社会科学类,人文艺术,东校区,周二第5-6节,教学楼B305,40,34,0.85,2,有一定竞争，建议提前加入备选,中国传统节日文化导论以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,0,0,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,,0.8356
GXK2026188,人工智能通识导论,董源航,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,南校区,周三第9-10节,综合楼C101,40,13,0.325,0,选上概率较高，可作为保底课程,人工智能通识导论是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,0.3152
GXK2026189,唐诗宋词与现代生活导论,何洋强,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,南校区,周四第7-8节,人文楼204,60,54,0.9,2,有一定竞争，建议提前加入备选,唐诗宋词与现代生活导论是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,0.8868
GXK2026190,机器学习入门导论,唐宇雅,1.5,公共选修课,自然科学与工程技术类,工程技术,南校区,周五第3-4节,理科楼308,30,16,0.5333,1,选上概率相对稳定,机器学习入门导论介绍工程技术、产业发展或管理决策中的基础概念，适合对科技应用和产业趋势感兴趣的学生。,平时作业30%;案例作业30%;期末报告40%,中高,中高,中,0,0,适合对工程技术感兴趣、希望通过公共选修课拓展知识面的学生。,工程技术;产业;案例;报告;自然科学与工程技术类;公共选修课,,0.5167
GXK2026191,中国古代礼仪文明导论,董敏宇,1.5,公共选修课,人文与社会科学类,人文与社会科学类,东校区,周六第1-2节,艺术楼102,150,131,0.8733,2,有一定竞争，建议提前加入备选,中国古代礼仪文明导论是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.864
GXK2026192,Python数据分析基础导论,马泽琪,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,南校区,周一第9-10节,教学楼A203,155,63,0.4065,0,选上概率较高，可作为保底课程,Python数据分析基础导论是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,0.3959
GXK2026193,世界文明交流史导论,韩明娜,1.5,公共选修课,人文与社会科学类,人文与社会科学类,西校区,周二第5-6节,教学楼B305,80,73,0.9125,2,有一定竞争，建议提前加入备选,世界文明交流史导论是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.9042
GXK2026194,大数据与社会治理导论,刘睿琪,1.5,公共选修课,人文与社会科学类,人文与社会科学类,主校区,周三第9-10节,综合楼C101,160,149,0.9313,2,有一定竞争，建议提前加入备选,大数据与社会治理导论是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,,0.9198
GXK2026195,区块链技术与应用导论,陈卓,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,东校区,周四第7-8节,人文楼204,50,48,0.96,3,建议第一轮优先选择,区块链技术与应用导论是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,0,0,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,,0.9535
GXK2026196,非遗文化保护与传播导论,谢琪晨,1.5,公共选修课,人文与社会科学类,人文艺术,西校区,周五第3-4节,理科楼308,70,65,0.9286,2,有一定竞争，建议提前加入备选,非遗文化保护与传播导论以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,0,0,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,,0.92
