course_id,course_name,original_course_name,teacher,credits,course_type,course_category,domain,campus,time_slot,location,capacity,current_enrolled,current_enrollment_ratio,popularity_level,rush_advice,grade_limit,major_limit,prerequisite,description,assessment,difficulty,workload,grade_friendly,attendance_required,has_exam,group_work_required,suitable_for,tags,data_source,source_visible_fields,inference_note,screenshot_note,history_2025_limit,history_2025_enrolled,history_2024_limit,history_2024_enrolled,history_2023_limit,history_2023_enrolled,avg_history_enrollment_ratio
GXK2026084,创新与中国区域经济发展,创新与中国区域经济发展,赵越然,1.5,公共选修课,人文与社会科学类,人文与社会科学类,西校区,周一第9-10节,教学楼A203,60,36,0.6,正常,选上概率相对稳定,无限制,无限制,无,创新与中国区域经济发展是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,50,28,65,40,50,30,0.5918
GXK2026085,商务沟通与谈判模拟,商务沟通与谈判模拟,朱泽青,1.5,公共选修课,人文与社会科学类,人文与社会科学类,东校区,周二第5-6节,教学楼B305,150,56,0.3733,冷门,选上概率较高，可作为保底课程,无限制,无限制,无,商务沟通与谈判模拟是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,160,53,155,61,160,58,0.3624
GXK2026086,企业经营管理决策模拟,企业经营管理决策模拟,朱卓佳,1.5,公共选修课,人文与社会科学类,人文与社会科学类,西校区,周三第9-10节,综合楼C101,155,157,1.0129,爆满,非常热门，选课阶段需要优先抢课,无限制,无限制,无,企业经营管理决策模拟是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,150,146,150,155,155,155,1.0022
GXK2026087,服务营销,服务营销,陈洋博,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,东校区,周四第7-8节,人文楼204,70,61,0.8714,正常偏热,有一定竞争，建议提前加入备选,无限制,无限制,无,服务营销是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,75,62,75,67,70,60,0.859
GXK2026088,创业企业与风险投资,创业企业与风险投资,宋洋琪,1.5,公共选修课,人文与社会科学类,人文与社会科学类,东校区,周五第3-4节,理科楼308,170,169,0.9941,热门,建议第一轮优先选择,无限制,无限制,无,创业企业与风险投资是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,165,157,170,172,175,172,0.9821
GXK2026089,理解职业生涯,理解职业生涯,宋博睿,1.5,公共选修课,人文与社会科学类,人文与社会科学类,南校区,周六第1-2节,艺术楼102,80,72,0.9,正常偏热,有一定竞争，建议提前加入备选,无限制,无限制,无,理解职业生涯是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,90,77,85,78,85,76,0.8891
GXK2026090,大学生就业法律风险防范,大学生就业法律风险防范,孙洋明,1.5,公共选修课,人文与社会科学类,人文与社会科学类,主校区,周一第9-10节,教学楼A203,80,78,0.975,热门,建议第一轮优先选择,无限制,无限制,无,大学生就业法律风险防范是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,90,84,80,80,70,68,0.9682
GXK2026091,Python商业数据分析,Python商业数据分析,冯琪睿,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,西校区,周二第5-6节,教学楼B305,50,35,0.7,正常,选上概率相对稳定,无限制,无限制,无,Python商业数据分析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,60,40,45,32,40,28,0.6926
GXK2026092,创新创业教育,创新创业教育,于越佳,1.5,公共选修课,人文与社会科学类,人文与社会科学类,南校区,周三第9-10节,综合楼C101,170,46,0.2706,冷门,选上概率较高，可作为保底课程,无限制,无限制,无,创新创业教育是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,180,45,175,51,175,46,0.2681
GXK2026093,粉丝经济学,粉丝经济学,杨欣宁,1.5,公共选修课,人文与社会科学类,人文与社会科学类,南校区,周四第7-8节,人文楼204,50,21,0.42,冷门,选上概率较高，可作为保底课程,无限制,无限制,无,粉丝经济学是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,40,15,45,20,45,18,0.4065
GXK2026094,生活中的经济学,生活中的经济学,黄雅卓,1.5,公共选修课,人文与社会科学类,人文与社会科学类,主校区,周五第3-4节,理科楼308,100,99,0.99,热门,建议第一轮优先选择,无限制,无限制,无,生活中的经济学是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,100,95,110,111,105,103,0.98
GXK2026095,零基础读懂宏观经济,零基础读懂宏观经济,孙楠芳,1.5,公共选修课,人文与社会科学类,人文与社会科学类,南校区,周六第1-2节,艺术楼102,80,53,0.6625,正常,选上概率相对稳定,无限制,无限制,无,零基础读懂宏观经济是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,70,44,70,48,70,46,0.6571
GXK2026096,演讲中的情绪感染与表达自信,演讲中的情绪感染与表达自信,黄楠卓,1.5,公共选修课,人文与社会科学类,社会实务,西校区,周一第9-10节,教学楼A203,30,28,0.9333,正常偏热,有一定竞争，建议提前加入备选,无限制,无限制,无,演讲中的情绪感染与表达自信面向社会生活、法律金融或表达沟通场景，强调知识理解与实际案例分析。,课堂参与30%;案例分析30%;期末论文或展示40%,中,中,中,偶尔,否,否,适合对社会实务感兴趣、希望通过公共选修课拓展知识面的学生。,社会科学;案例分析;展示;实用;人文与社会科学类;公共选修课,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,30,27,40,38,25,23,0.9233
GXK2026097,财务报表分析与公司估值,财务报表分析与公司估值,徐雅怡,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,主校区,周二第5-6节,教学楼B305,50,49,0.98,热门,建议第一轮优先选择,无限制,无限制,无,财务报表分析与公司估值是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,55,52,40,40,40,39,0.9735
GXK2026098,价值投资与财报阅读,价值投资与财报阅读,杨雪芳,1.5,公共选修课,人文与社会科学类,人文与社会科学类,主校区,周三第9-10节,综合楼C101,80,66,0.825,正常偏热,有一定竞争，建议提前加入备选,无限制,无限制,无,价值投资与财报阅读是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,90,71,75,63,90,73,0.8133
GXK2026099,大学生社会实践理论与实务,大学生社会实践理论与实务,吴洋然,1.5,公共选修课,人文与社会科学类,人文与社会科学类,主校区,周四第7-8节,人文楼204,50,31,0.62,正常,选上概率相对稳定,无限制,无限制,无,大学生社会实践理论与实务是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,50,29,45,29,55,34,0.6142
GXK2026100,可持续发展目标与国际教育发展,可持续发展目标与国际教育发展,赵宇源,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,南校区,周五第3-4节,理科楼308,120,37,0.3083,冷门,选上概率较高，可作为保底课程,无限制,无限制,无,可持续发展目标与国际教育发展是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,130,35,115,38,120,36,0.2999
GXK2026101,国际冲突与危机管理,国际冲突与危机管理,林华洋,1.5,公共选修课,人文与社会科学类,人文与社会科学类,东校区,周六第1-2节,艺术楼102,100,99,0.99,热门,建议第一轮优先选择,无限制,无限制,无,国际冲突与危机管理是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,95,90,95,96,110,108,0.9799
GXK2026102,财富管理入门,财富管理入门,郭欣佳,1.5,公共选修课,人文与社会科学类,人文与社会科学类,西校区,周一第9-10节,教学楼A203,160,52,0.325,冷门,选上概率较高，可作为保底课程,无限制,无限制,无,财富管理入门是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,170,48,170,59,165,52,0.3149
GXK2026103,大学生职业素养提升,大学生职业素养提升,宋娜泽,1.5,公共选修课,人文与社会科学类,人文与社会科学类,南校区,周二第5-6节,教学楼B305,155,82,0.529,正常,选上概率相对稳定,无限制,无限制,无,大学生职业素养提升是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,150,73,150,82,145,75,0.5169
GXK2026104,求职与择业,求职与择业,于洋雪,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,主校区,周三第9-10节,综合楼C101,160,80,0.5,正常,选上概率相对稳定,无限制,无限制,无,求职与择业是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,150,69,160,83,160,78,0.4888
GXK2026105,ESG投资,ESG投资,胡晨宁,1.5,公共选修课,人文与社会科学类,人文与社会科学类,西校区,周四第7-8节,人文楼204,50,45,0.9,正常偏热,有一定竞争，建议提前加入备选,无限制,无限制,无,ESG投资是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,45,39,60,55,45,40,0.8908
GXK2026106,数据商业分析,数据商业分析,于雅,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,东校区,周五第3-4节,理科楼308,30,21,0.7,正常,选上概率相对稳定,无限制,无限制,无,数据商业分析是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,公开通识/公选课目录参考,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,20,13,35,25,25,17,0.6814
GXK2026107,中国传统节日文化,中国传统节日文化,王静,1.5,公共选修课,人文与社会科学类,人文艺术,南校区,周六第1-2节,艺术楼102,155,64,0.4129,冷门,选上概率较高，可作为保底课程,无限制,无限制,无,中国传统节日文化以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,偶尔,否,否,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,155,58,145,63,150,60,0.4029
GXK2026108,人工智能通识,人工智能通识,梁宁静,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,主校区,周一第9-10节,教学楼A203,30,30,1.0,爆满,非常热门，选课阶段需要优先抢课,无限制,无限制,无,人工智能通识是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,30,29,20,20,40,40,0.9889
GXK2026109,唐诗宋词与现代生活,唐诗宋词与现代生活,王涵楠,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,东校区,周二第5-6节,教学楼B305,150,113,0.7533,正常,选上概率相对稳定,无限制,无限制,无,唐诗宋词与现代生活是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,150,107,160,124,155,115,0.7434
GXK2026110,机器学习入门,机器学习入门,林宁洋,1.5,公共选修课,自然科学与工程技术类,工程技术,西校区,周三第9-10节,综合楼C101,200,205,1.025,爆满,非常热门，选课阶段需要优先抢课,无限制,无限制,无,机器学习入门介绍工程技术、产业发展或管理决策中的基础概念，适合对科技应用和产业趋势感兴趣的学生。,平时作业30%;案例作业30%;期末报告40%,中高,中高,中,偶尔,否,否,适合对工程技术感兴趣、希望通过公共选修课拓展知识面的学生。,工程技术;产业;案例;报告;自然科学与工程技术类;公共选修课,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,210,207,195,204,200,203,1.0156
GXK2026111,中国古代礼仪文明,中国古代礼仪文明,马睿敏,1.5,公共选修课,人文与社会科学类,人文与社会科学类,主校区,周四第7-8节,人文楼204,60,34,0.5667,正常,选上概率相对稳定,无限制,无限制,无,中国古代礼仪文明是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,60,32,50,29,55,31,0.559
GXK2026112,Python数据分析基础,Python数据分析基础,赵睿宁,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,主校区,周五第3-4节,理科楼308,30,11,0.3667,冷门,选上概率较高，可作为保底课程,无限制,无限制,无,Python数据分析基础是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,30,10,35,14,35,12,0.3587
GXK2026113,世界文明交流史,世界文明交流史,吴伟华,1.5,公共选修课,人文与社会科学类,人文与社会科学类,南校区,周六第1-2节,艺术楼102,80,38,0.475,冷门,选上概率较高，可作为保底课程,无限制,无限制,无,世界文明交流史是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,85,37,75,37,80,37,0.4637
GXK2026114,大数据与社会治理,大数据与社会治理,董雅洋,1.5,公共选修课,人文与社会科学类,人文与社会科学类,东校区,周一第9-10节,教学楼A203,150,133,0.8867,正常偏热,有一定竞争，建议提前加入备选,无限制,无限制,无,大数据与社会治理是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,160,135,145,131,155,136,0.8749
GXK2026115,敦煌艺术导论,敦煌艺术导论,何航楠,1.5,公共选修课,人文与社会科学类,人文与社会科学类,西校区,周二第5-6节,教学楼B305,30,14,0.4667,冷门,选上概率较高，可作为保底课程,无限制,无限制,无,敦煌艺术导论是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,35,15,35,17,35,16,0.4571
GXK2026116,区块链技术与应用,区块链技术与应用,唐航睿,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,西校区,周三第9-10节,综合楼C101,50,48,0.96,热门,建议第一轮优先选择,无限制,无限制,无,区块链技术与应用是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,55,51,45,44,55,52,0.9502
GXK2026117,非遗文化保护与传播,非遗文化保护与传播,郭楠睿,1.5,公共选修课,人文与社会科学类,人文艺术,主校区,周四第7-8节,人文楼204,155,68,0.4387,冷门,选上概率较高，可作为保底课程,无限制,无限制,无,非遗文化保护与传播以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,偶尔,否,否,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,155,62,165,76,145,62,0.4294
GXK2026118,云计算与数字生活,云计算与数字生活,于宇明,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,南校区,周五第3-4节,理科楼308,80,52,0.65,正常,选上概率相对稳定,无限制,无限制,无,云计算与数字生活是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,70,43,70,47,85,54,0.6403
GXK2026119,现代小说与社会观察,现代小说与社会观察,于怡源,1.5,公共选修课,人文与社会科学类,人文与社会科学类,主校区,周六第1-2节,艺术楼102,70,27,0.3857,冷门,选上概率较高，可作为保底课程,无限制,无限制,无,现代小说与社会观察是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对人文与社会科学类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;人文与社会科学类,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,80,28,70,28,70,26,0.3738
GXK2026120,网络安全与个人信息保护,网络安全与个人信息保护,胡晨雪,1.5,公共选修课,自然科学与工程技术类,自然科学与工程技术类,西校区,周一第9-10节,教学楼A203,170,150,0.8824,正常偏热,有一定竞争，建议提前加入备选,无限制,无限制,无,网络安全与个人信息保护是一门公共选修课程，适合希望拓展跨学科知识面的学生。,平时参与30%;课程作业30%;期末报告40%,中,中,中,偶尔,否,否,适合对自然科学与工程技术类感兴趣、希望通过公共选修课拓展知识面的学生。,公共选修课;跨学科;报告;自然科学与工程技术类,自然科学与工程技术类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,175,147,165,149,160,140,0.8727
GXK2026121,网络文学与青年文化,网络文学与青年文化,郑航怡,1.5,公共选修课,人文与社会科学类,人文艺术,南校区,周二第5-6节,教学楼B305,200,207,1.035,爆满,非常热门，选课阶段需要优先抢课,无限制,无限制,无,网络文学与青年文化以艺术、人文或文化赏析为核心，帮助学生拓展审美视野和文化理解能力。,课堂参与30%;赏析报告40%;期末作品或论文30%;无闭卷考试,低,中,中高,偶尔,否,否,适合对人文艺术感兴趣、希望通过公共选修课拓展知识面的学生。,人文;艺术;赏析;论文;无闭卷考试;人文与社会科学类;公共选修课,人文与社会科学类规则扩展,课程名/方向参考公开通识课资料;其余字段规则生成,截图不可见或公开资料未包含的字段，由脚本基于课程名、分类和稳定哈希规则推断生成,,205,204,205,215,190,195,1.0234
